上证50
上证50选取的是沪市中规模大、流动性最好的50只股票，也就是我们常说的“漂亮50”。
这是一个极不均匀的指数，行业的集中度非常高。从上图可以明显看出，金融股占据了62%的比重。银行、保险、证券成为了指数的三大巨头。当然有利必有弊，上证50常被人诟病的地方也在这，它的走势很容易被金融板块绑架。但不得不说，上证50是一个波动比较小，资产质量比较好的指数。

序号	股票代码	股票简称	最新价(元)	相关资料	主营行业	地区	权重(%)	每股收益(元)	每股净资产(元)	净资产收益率(%)	总股本(亿股)	流通股本(亿股)	流通市值(亿元)
457	002482	广田集团	4.27	股吧 行情 档案 资讯	建筑	深圳市	0.08	0.21	4.67	4.59	15.37	15.29	65.30
458	002437	誉衡药业	3.04	股吧 行情 档案 资讯	医药生物	哈尔滨市	0.07	0.14	2.10	6.94	21.98	21.75	66.11
459	603556	海兴电力	16.15	股吧 行情 档案 资讯	机械设备	杭州市	0.07	0.76	10.36	7.43	4.90	4.89	78.92
460	600058	五矿发展	7.56	股吧 行情 档案 资讯	商贸零售	北京市	0.07	0.06	3.87	2.13	10.72	10.72	81.04
461	600657	信达地产	3.68	股吧 行情 档案 资讯	房地产	北京市	0.07	0.22	7.07	3.06	28.52	15.24	56.09
462	601801	皖新传媒	5.24	股吧 行情 档案 资讯	文化传媒	合肥市	0.07	0.31	5.14	6.04	19.89	19.89	104.23
463	600874	创业环保	7.33	股吧 行情 档案 资讯	公用事业	天津市	0.07	0.27	4.24	6.53	14.27	14.27	79.69
464	000980	众泰汽车	2.56	股吧 行情 档案 资讯	交运设备	金华市	0.07	-0.37	8.29	-4.42	20.28	12.46	31.90
465	600903	贵州燃气	13.88	股吧 行情 档案 资讯	公用事业	贵阳市	0.07	0.15	2.35	6.71	11.38	6.32	87.68
466	603056	德邦股份	10.78	股吧 行情 档案 资讯	交通运输	上海市	0.07	0.12	4.05	2.82	9.60	2.18	23.46
467	002948	青岛银行	5.59	股吧 行情 档案 资讯	金融	青岛市	0.07	0.32	4.82	6.88	45.10	23.68	33.82
468	601127	小康股份	10.27	股吧 行情 档案 资讯	交运设备	重庆市	0.07	-0.45	5.25	-8.10	9.40	9.33	95.86
469	600350	山东高速	4.50	股吧 行情 档案 资讯	交通运输	济南市	0.07	0.44	5.89	7.63	48.11	48.11	216.50
470	600338	西藏珠峰	10.89	股吧 行情 档案 资讯	有色金属	拉萨市	0.07	0.57	2.93	21.44	9.14	9.14	99.56
471	603983	丸美股份	67.50	股吧 行情 档案 资讯		广州市	0.07	0.97	6.27	18.47	4.01	0.41	27.68
472	002818	富森美	12.31	股吧 行情 档案 资讯	商贸零售	成都市	0.06	0.80	6.29	12.96	7.56	2.99	36.80
473	600707	彩虹股份	3.90	股吧 行情 档案 资讯	电子设备	咸阳市	0.06	-0.20	5.50	-3.49	35.88	12.88	50.23
474	601869	长飞光纤	32.88	股吧 行情 档案 资讯		武汉市	0.06	0.86	11.41	7.76	7.58	4.58	35.04
475	600996	贵广网络	8.23	股吧 行情 档案 资讯	文化传媒	贵阳市	0.06	0.16	4.30	3.77	10.52	10.52	86.55
476	601003	柳钢股份	5.15	股吧 行情 档案 资讯	钢铁	柳州市	0.06	0.58	4.09	14.13	25.63	25.63	131.98
477	300199	翰宇药业	5.72	股吧 行情 档案 资讯	医药生物	深圳市	0.06	-0.09	3.33	-2.48	9.17	5.99	34.25
478	600335	国机汽车	5.67	股吧 行情 档案 资讯	交运设备	天津市	0.06	0.36	6.94	5.83	14.57	10.30	58.39
479	000025	特力A	20.04	股吧 行情 档案 资讯	交运设备	深圳市	0.05	0.15	2.58	5.92	4.31	4.31	78.71
480	601969	海南矿业	5.47	股吧 行情 档案 资讯	钢铁	海南省	0.05	0.06	1.99	2.77	19.55	19.55	106.92
481	603650	彤程新材	18.35	股吧 行情 档案 资讯		上海市	0.05	0.56	3.85	14.49	5.86	1.31	24.12
482	603379	三美股份	34.74	股吧 行情 档案 资讯		金华市	0.05	1.47	11.29	16.56	4.36	0.60	20.75
483	601865	福莱特	13.12	股吧 行情 档案 资讯		嘉兴市	0.05	0.26	2.24	12.64	19.50	6.00	19.68
484	601811	新华文轩	12.58	股吧 行情 档案 资讯	文化传媒	成都市	0.05	0.61	7.08	8.68	12.34	12.34	99.62
485	603225	新凤鸣	11.82	股吧 行情 档案 资讯		杭州市	0.05	0.93	7.40	12.66	14.00	1.67	19.70
486	601860	紫金银行	4.88	股吧 行情 档案 资讯	金融	南京市	0.04	0.31	3.65	8.86	36.61	17.35	84.67
487	603355	莱克电气	23.70	股吧 行情 档案 资讯	家电	苏州市	0.04	0.95	7.68	13.04	4.01	4.01	95.04
488	603317	天味食品	39.40	股吧 行情 档案 资讯		成都市	0.04	0.50	4.21	13.58	4.13	0.41	16.28
489	603868	飞科电器	37.16	股吧 行情 档案 资讯	家电	上海市	0.04	1.22	5.68	20.90	4.36	4.36	161.87
490	001872	招商港口	16.52	股吧 行情 档案 资讯	交通运输	深圳市	0.04	1.38	18.40	7.75	19.22	6.45	76.79
491	002423	中粮资本	8.90	股吧 行情 档案 资讯	机械设备	河南省	0.04	0.30	7.06	7.80	23.04	5.03	44.77
492	603025	大豪科技	8.74	股吧 行情 档案 资讯	电子设备	北京市	0.04	0.23	1.90	11.69	9.26	9.16	80.05
493	600939	重庆建工	4.45	股吧 行情 档案 资讯	建筑	重庆市	0.04	0.20	3.68	5.31	18.14	4.10	18.23
494	601068	中铝国际	5.01	股吧 行情 档案 资讯		北京市	0.03	0.00	3.01	0.23	29.59	6.95	14.82
495	603256	宏和科技	13.77	股吧 行情 档案 资讯		上海市	0.03	0.10	1.60	6.55	8.78	0.88	12.09
496	600917	重庆燃气	7.06	股吧 行情 档案 资讯	公用事业	重庆市	0.03	0.20	2.65	7.72	15.56	15.56	109.85
497	002957	科瑞技术	29.68	股吧 行情 档案 资讯		深圳市	0.03	0.56	5.56	10.84	4.10	0.41	12.17
498	002941	新疆交建	16.25	股吧 行情 档案 资讯	机械设备	乌鲁木齐市	0.03	0.09	3.49	2.57	6.45	1.73	28.07
499	002946	新乳业	11.80	股吧 行情 档案 资讯		成都市	0.03	0.21	2.22	10.66	8.54	0.85	10.07
500	603877	太平鸟	15.31	股吧 行情 档案 资讯	纺织服装	宁波市	0.02	0.44	6.62	6.16	4.79	4.77	72.99


